0.0000	   0.0	 500.0	   0.0	   0.0
0.1000	   0.0	 500.0	   0.0	   0.0
0.2000	   0.0	 500.0	   0.0	   0.0
0.3000	   0.0	 500.0	   0.0	   0.0
0.4000	   0.0	 500.0	   0.0	   0.0
0.5000	   0.0	 500.0	   0.0	   0.0
0.6000	   0.0	 500.0	   0.0	   0.0
0.7000	   0.0	 500.0	   0.0	   0.0
0.8000	   0.0	 500.0	   0.0	   0.0
0.9000	   0.0	 500.0	   0.0	   0.0
1.0000	   0.0	 500.0	   0.0	   0.0
1.1000	   0.0	 500.0	   0.0	   0.0
1.2000	   0.0	 500.0	   0.0	   0.0
1.3000	   0.0	 500.0	   0.0	   0.0
1.4000	   0.0	 500.0	   0.0	   0.0
1.5000	   0.0	 500.0	   0.0	   0.0
1.6000	   0.0	 500.0	   0.0	   0.0
1.7000	   0.0	 500.0	   0.0	   0.0
1.8000	   0.0	 500.0	   0.0	   0.0
1.9000	   0.0	 499.9	   0.0	   0.0
2.0000	   0.0	 499.9	   0.0	   0.0
2.1000	   0.0	 499.9	   0.1	   0.0
2.2000	   0.0	 499.9	   0.1	   0.0
2.3000	   0.0	 499.9	   0.1	   0.0
2.4000	   0.1	 499.9	   0.1	   0.0
2.5000	   0.1	 499.9	   0.1	   0.0
2.6000	   0.1	 499.8	   0.1	   0.0
2.7000	   0.1	 499.8	   0.1	   0.0
2.8000	   0.1	 499.8	   0.2	   0.0
2.9000	   0.1	 499.7	   0.2	   0.0
3.0000	   0.1	 499.7	   0.2	   0.0
3.1000	   0.1	 499.6	   0.3	   0.0
3.2000	   0.2	 499.6	   0.3	   0.0
3.3000	   0.2	 499.5	   0.3	   0.0
3.4000	   0.2	 499.4	   0.4	   0.0
3.5000	   0.2	 499.4	   0.5	   0.0
3.6000	   0.3	 499.3	   0.5	   0.0
3.7000	   0.3	 499.2	   0.6	   0.0
3.8000	   0.4	 499.0	   0.7	   0.0
3.9000	   0.4	 498.9	   0.8	   0.0
4.0000	   0.4	 498.8	   0.9	   0.0
4.1000	   0.5	 498.6	   1.0	   0.0
4.2000	   0.6	 498.4	   1.2	   0.0
4.3000	   0.6	 498.2	   1.3	   0.0
4.4000	   0.7	 498.0	   1.5	   0.0
4.5000	   0.8	 497.7	   1.7	   0.0
4.6000	   0.9	 497.4	   1.9	   0.0
4.7000	   1.0	 497.1	   2.2	   0.0
4.8000	   1.1	 496.8	   2.4	   0.0
4.9000	   1.2	 496.4	   2.7	   0.0
5.0000	   1.3	 496.0	   3.0	   0.0
5.1000	   1.5	 495.5	   3.4	   0.0
5.2000	   1.6	 495.0	   3.8	   0.0
5.3000	   1.8	 494.4	   4.2	   0.0
5.4000	   1.9	 493.8	   4.7	   0.0
5.5000	   2.1	 493.1	   5.3	   0.0
5.6000	   2.3	 492.4	   5.8	   0.0
5.7000	   2.5	 491.6	   6.4	   0.0
5.8000	   2.8	 490.8	   7.1	   0.0
5.9000	   3.0	 489.9	   7.9	   0.0
6.0000	   3.3	 488.9	   8.7	   0.0
6.1000	   3.5	 487.8	   9.5	   0.0
6.2000	   3.8	 486.7	  10.4	   0.0
6.3000	   4.1	 485.4	  11.4	   0.0
6.4000	   4.4	 484.1	  12.5	   0.0
6.5000	   4.8	 482.7	  13.7	   0.0
6.6000	   5.1	 481.2	  14.9	   0.0
6.7000	   5.5	 479.6	  16.2	   0.0
6.8000	   5.8	 477.9	  17.6	   0.0
6.9000	   6.2	 476.1	  19.1	   0.0
7.0000	   6.6	 474.2	  20.7	   0.0
7.1000	   7.1	 472.2	  22.3	   0.0
7.2000	   7.5	 470.1	  24.1	   0.0
7.3000	   7.9	 467.9	  26.0	   0.0
7.4000	   8.4	 465.6	  27.9	   0.0
7.5000	   8.9	 463.2	  30.0	   0.0
7.6000	   9.3	 460.6	  32.1	   0.0
7.7000	   9.8	 458.0	  34.4	   0.0
7.8000	  10.3	 455.3	  36.7	   0.0
7.9000	  10.8	 452.4	  39.2	   0.0
8.0000	  11.3	 449.4	  41.7	   0.0
8.1000	  11.9	 446.4	  44.4	   0.0
8.2000	  12.4	 443.2	  47.1	   0.0
8.3000	  12.9	 440.0	  49.9	   0.0
8.4000	  13.4	 436.6	  52.9	   0.0
8.5000	  13.9	 433.2	  55.9	   0.0
8.6000	  14.4	 429.6	  59.0	   0.0
8.7000	  14.9	 426.0	  62.2	   0.0
8.8000	  15.4	 422.3	  65.4	   0.0
8.9000	  15.9	 418.6	  68.8	   0.0
9.0000	  16.4	 414.7	  72.2	   0.0
9.1000	  16.9	 410.8	  75.6	   0.0
9.2000	  17.4	 406.9	  79.2	   0.0
9.3000	  17.9	 402.8	  82.8	   0.0
9.4000	  18.3	 398.8	  86.4	   0.0
9.5000	  18.8	 394.7	  90.1	   0.0
9.6000	  19.2	 390.5	  93.9	   0.0
9.7000	  19.6	 386.4	  97.7	   0.0
9.8000	  20.0	 382.2	 101.5	   0.0
9.9000	  20.4	 378.0	 105.4	   0.0
10.0000	  20.8	 373.7	 109.2	   0.0
10.1000	  21.1	 369.5	 113.2	   0.1
10.2000	  21.3	 365.2	 117.1	   0.2
10.3000	  21.6	 361.0	 121.0	   0.2
10.4000	  21.8	 356.8	 124.9	   0.3
10.5000	  22.0	 352.6	 128.8	   0.4
10.6000	  22.2	 348.5	 132.7	   0.5
10.7000	  22.4	 344.3	 136.5	   0.6
10.8000	  22.5	 340.2	 140.4	   0.6
10.9000	  22.7	 336.2	 144.2	   0.7
11.0000	  22.8	 332.2	 148.0	   0.8
11.1000	  22.9	 328.2	 151.8	   0.9
11.2000	  23.0	 324.2	 155.5	   1.0
11.3000	  23.1	 320.4	 159.2	   1.0
11.4000	  23.2	 316.5	 162.9	   1.1
11.5000	  23.2	 312.7	 166.5	   1.2
11.6000	  23.2	 309.0	 170.1	   1.3
11.7000	  23.3	 305.3	 173.7	   1.4
11.8000	  23.3	 301.7	 177.2	   1.4
11.9000	  23.2	 298.1	 180.7	   1.5
